LAMMPS data file via write_data, version 29 Sep 2021, timestep = 20000000

864 atoms
5 atom types

1.901709138539097 21.91829086145882 xlo xhi
1.901709138539097 21.91829086145882 ylo yhi
1.901709138539097 21.91829086145882 zlo zhi

Masses

1 39.0983
2 26.981538
3 28.0855
4 15.9994
5 2

Atoms # atomic

818 5 4.692257399016545 2.5368926097990148 2.6422396287159224 -4 4 -2
715 4 4.2635311218181595 5.676342382771052 2.0650015594277282 -3 -3 -6
134 5 5.062404386265264 2.707012275144058 4.7230483524865505 2 -1 6
717 5 4.540428651240145 4.759392547442934 1.9259740502621412 -3 -3 -6
133 4 4.619606483357284 2.013102829740562 4.20172250993498 2 -1 6
12 5 8.205114915833356 3.2678187303440884 3.9069629158461727 -4 3 3
274 4 8.944548021256898 2.6615355117761847 3.9573487712312496 -4 3 3
276 5 8.83025029744122 2.292852532466612 4.861426531228193 -4 3 3
370 4 6.86964367553613 4.809394155079209 3.4667502546275806 2 3 1
371 5 6.1580847927207305 5.1008822284418525 3.997666649810299 2 3 1
507 5 7.506664999490306 5.574611895429532 3.4057187882527247 2 3 1
126 5 10.073946868800979 3.786987220845823 3.62931856298328 7 -2 -2
719 5 11.44991549031721 4.396926659431966 4.938440496761 0 -6 3
124 4 10.75451403767465 4.500504348120435 3.50379434059202 7 -1 -2
785 5 11.358609742844731 4.144069952332562 2.8495624548838734 7 -1 -2
599 5 13.406313567103632 5.2811791440416425 3.8265563489515797 6 -1 0
804 5 15.15479257480742 4.52136061877899 2.6533288913628796 2 2 -5
802 4 15.119219523727995 3.5552375085237315 2.7494493305285412 2 2 -5
803 5 14.298657568800165 3.310006835844569 2.394587856662228 2 2 -5
809 5 14.783750563118886 3.4685101899607735 4.609950729172205 -5 -2 5
808 4 14.716844998124497 3.0287391680724567 5.5031432746492825 -5 -2 5
764 5 17.30162580120404 3.7459100561609153 5.755949050744892 0 -2 3
375 5 18.72887470497016 3.9472193995192084 4.1982201278960805 4 6 4
509 5 17.943981679778314 4.401502447490036 2.9084686372657718 4 6 4
373 4 18.663435965338486 3.833373537414409 3.236025530444043 4 6 4
707 5 21.67179303344979 3.4935566395515414 5.885779107678943 3 -2 1
763 4 18.1182722398799 4.193778488932974 5.826227781888532 0 -2 3
450 5 18.622586139725247 2.1126585904590165 5.40337964721129 -2 1 -3
815 5 19.89660892513282 3.6699258246191895 2.1437432527982474 -1 6 -1
737 5 5.134577474504246 6.137776593508809 1.9367790339961115 -3 -3 -7
695 5 4.700556151973597 6.955193222116081 4.703060988385737 1 -5 2
694 4 5.255644255844112 6.530416349245341 5.3386320903276205 1 -5 2
498 5 5.602863458328031 9.393981295731923 3.9667289522925486 -2 4 1
218 5 2.792152037437747 6.695945909172576 3.1934299995233157 2 10 1
64 4 2.13989859208602 9.876336280826695 2.613774126447895 0 -3 2
536 5 2.6152967472109983 8.127162114354057 5.409627740343094 2 3 6
429 5 2.117885837970139 8.077719192258284 3.1180875410113496 2 9 1
217 4 2.473466630131603 7.38376629056895 3.7946193001742934 2 10 1
605 5 9.80546816235006 6.335240190401472 4.301056929953646 -3 0 1
656 5 6.2493220520611 8.157137389653816 4.496614694956188 -2 4 1
4 4 6.446539375734628 8.888903240429354 3.922499912480488 -2 4 1
604 4 8.981503849418516 6.627656303825152 4.631834904381062 -3 0 1
734 5 7.516044774519127 8.61709103175589 2.29260196909255 -4 2 1
606 5 9.110371611438136 7.576367272609937 4.683519281753508 -3 0 1
661 4 9.375548872560291 9.51572787689651 4.1774791590455 4 0 4
663 5 8.855478608339514 9.2456676215823 3.362017233786185 4 0 4
864 5 11.683313431437043 9.453639837932467 2.054069737964382 -2 1 0
600 5 12.951519604895209 6.249728748014899 2.8735287743658855 6 -1 0
598 4 13.56019952015702 6.173965817329476 3.602852767526156 6 -1 0
723 5 13.240391178232905 7.522178170780169 4.905838296651478 -3 -2 -2
721 4 13.114496778480207 8.403258282007194 5.295886229804836 -3 -2 -2
444 5 12.269854159148219 9.32262237527519 4.221191818456958 -1 3 0
525 5 16.661157004766018 6.013098593966119 5.555361821727134 2 1 -2
544 4 16.8728149576809 6.8004777840476685 5.074019495020242 2 1 -2
546 5 17.8308000677992 6.61942228364234 5.15720908940887 5 1 -2
138 5 14.77847824312342 9.19053419298751 3.8649167344005777 -5 0 -6
109 4 15.473581512724568 8.658834580421296 3.4868871333871434 -4 0 -5
140 5 17.35821221426511 9.578245972358559 4.317439805745209 0 3 -3
602 5 16.10250276698304 8.072884373875489 5.866872564105723 0 -3 -1
86 5 15.116544489947586 8.054166008192054 2.8090699173027556 -4 0 -5
227 5 19.10787675288531 6.6514612362226515 2.386655956460432 5 0 -2
226 4 19.772697620053876 7.346364313034864 2.6230043113055785 5 0 -2
228 5 20.509009977069436 6.962596866206291 2.072122462915751 5 0 -2
11 5 19.9617897887512 6.900919626409114 4.52347541196831 -6 -5 -5
10 4 19.613492915181684 7.03410821295335 5.436907082431498 -6 -5 -5
191 5 3.464605276823254 10.331211964871846 3.7196161944532102 3 5 1
841 4 4.296603411871201 10.52861635039707 4.132519380567089 3 5 1
842 5 4.171690054865596 10.780305046386655 5.111301932810061 3 5 1
786 5 4.7756978204043445 11.811705775738998 3.0749465540886183 0 0 -2
320 5 5.615905318557752 13.101181345359374 2.950360879688795 4 -4 -2
150 5 3.188921571707711 13.308920732793123 5.2498985995288825 0 -2 -9
316 4 4.981627774978987 12.568144670645367 2.5389849977734524 0 -1 -2
416 5 7.865380070471326 10.60756170222899 5.266128193517616 2 7 -4
578 5 9.254024861089622 13.254421344640205 5.037556782574169 8 1 -1
577 4 8.517060641324703 13.549144194638805 4.4970700375625645 8 1 -1
744 5 7.7497910660301645 13.266855601381803 5.073463230295065 8 1 -1
353 5 9.024389672986104 12.196252746916459 2.7825465208541917 0 3 3
523 4 9.62583701826852 12.505417596931599 2.0808071508938757 0 3 3
662 5 10.14221794010194 10.089226403696406 3.83695069045387 4 -1 4
338 5 12.705883402445572 10.779422179474128 3.671289660711981 -1 3 0
337 4 12.0224653504725 10.103994242444033 3.7223923897885314 -1 3 0
56 5 12.280400330694166 13.24702952569307 3.068554154215363 2 0 7
57 5 10.80931308577274 13.556751669289866 2.5837846595408385 2 0 7
380 5 14.650299493887106 12.341818610527483 3.4401428704820933 0 2 2
679 4 13.93491796125996 12.386169628370821 2.867286198357098 -1 2 1
562 4 16.192745293486254 12.55246811981808 4.520438789658163 0 3 1
564 5 16.182726599392716 12.810511000404457 5.435362916837582 0 3 1
54 5 16.784728226988506 11.806611497205415 4.545002869805288 0 3 1
437 5 17.640604880088432 13.888379510612033 4.268129227937845 -5 3 -3
137 5 14.11628167090042 11.74805921202556 2.1736523263661316 -1 2 1
66 5 21.242204256211235 10.21650140246191 2.632237568584401 -1 -3 2
793 4 21.06763324609895 11.929263576530383 5.866964428760729 -4 2 -1
141 5 18.509715364808077 10.049050565553157 5.138758507236224 0 3 -3
139 4 18.016518272574224 10.279451357584687 4.304677249866801 0 3 -3
83 5 21.31151256931301 13.09472297506502 3.9080329413335066 1 2 2
794 5 20.675774599204438 11.098825866824269 5.8213368281977385 -4 2 -1
33 5 19.215513293336485 13.815845372143507 3.9384265634596214 -5 3 -3
245 5 18.84676871353252 10.730508452124406 2.9287425509325535 -6 3 6
244 4 19.631557757083883 11.010164455186803 2.4909044971770746 -6 3 6
82 4 20.635441247401715 13.519959498747108 3.3314660275277648 1 1 2
360 5 3.5223327360807306 14.711865507470362 4.59997273772726 0 -2 -9
148 4 3.930485400164525 13.912882890741342 5.023549375297366 0 -2 -9
168 5 2.375731985655645 16.496686377487087 3.8050306731899655 -2 -6 1
649 4 2.6885764446607254 16.39677784399824 4.728770666405787 -2 -6 1
651 5 2.0514943907110803 16.767092873265618 5.392518740095973 -2 -6 1
503 5 4.144495795109142 17.24631396563099 4.985357359955417 0 1 -3
502 4 5.043605805914953 17.73997995614209 5.012635954971101 0 1 -3
736 4 8.319589840992217 15.282255079255764 2.0625534778562638 -4 -2 1
219 5 8.504146510122911 14.71837067675962 2.8935855646689603 -4 -1 1
738 5 7.802413268534184 16.07175159792689 2.3527983082034623 -4 -2 1
493 4 6.927926378583828 17.266659069561307 2.943530094464113 -2 4 -1
494 5 6.083729441353385 17.226831812936744 3.4647701146224406 -2 4 -1
495 5 7.5069309502248505 17.79995120656608 3.446821466689771 -2 4 -1
102 5 8.659471194874492 15.503900152646942 5.5062226245467185 5 -1 -1
100 4 9.257858246366087 16.294154166091843 5.433093291076356 5 -1 -1
55 4 11.613693348325231 13.993533915032009 2.9432758882575603 2 0 7
669 5 9.9820112227136 16.436627383074885 2.141257585790018 6 3 -5
220 4 11.897064186622456 15.618943858663084 5.2734131132332385 -5 3 -1
667 4 10.513868034626531 17.186000760336178 2.0966032190397184 6 3 -5
293 5 11.869388821265463 15.100792781856615 4.4763950730388355 -5 3 -1
111 5 10.9538813664057 15.977437320592777 5.294218939179122 -5 3 0
339 5 10.203890654993268 17.779633212254662 2.771578596972129 6 3 -5
203 5 12.85087699605878 17.13126546044699 5.33070126996671 3 1 1
671 5 12.609873509255287 14.671533573374903 1.9526280567395986 -1 1 -4
530 5 15.48379408819278 14.385097352622376 3.0842585660970165 -3 6 -1
823 4 15.646365552854391 15.155008290604775 2.539800749925416 -3 6 -1
824 5 14.740556134650634 15.293668205125583 2.248912843600916 -3 6 -1
175 4 16.117357902402354 17.688509593570753 3.2585885496453724 6 -3 0
176 5 15.939344432665383 16.722494398525 3.2364122693892994 6 -3 0
260 5 14.87765789311116 15.486894804341203 5.7050562346554905 3 1 -1
361 4 17.375392542399027 17.103536549878488 5.903653223690615 -3 -3 -1
221 5 17.3639796555186 17.820888915477802 5.231882087791129 -3 -3 -1
