# LAMMPS data file written by OVITO Basic 3.1.1
864 atoms
5 atom types
-0.040176314 18.247748714 xlo xhi
0.1979212633 23.4312565367 ylo yhi
0.0808192905 22.1323765095 zlo zhi
0.0 0.0 0.0 xy xz yz

Masses

1 39.0983
2 26.981538
3 28.0855
4 15.9994
5 2

Atoms  # atomic

248 5 2.935979051 2.2391079022 2.2127920914
133 4 3.0227019251 2.3163840187 3.9908962332
135 5 3.7578922727 1.74012619 4.199722525
134 5 2.2571219233 1.8690850683 4.3515049681
277 4 2.5919176423 4.8805187077 4.6999478054
279 5 2.5694899777 3.989334373 4.3516032374
247 4 2.8224659687 2.1489551426 1.2665103288
298 4 0.8127265275 0.9418039423 4.9040934401
249 5 3.5701861537 1.6222549617 0.9841788908
703 4 5.230059862 0.7906532132 4.8250748083
659 5 0.9554691239 5.7308289404 4.1933748031
450 5 2.1680949337 5.1253487845 0.4419921608
675 5 4.2854423285 5.3908386684 0.870158511
141 5 4.2507236602 5.7239262897 4.3490855032
705 5 5.9954247631 1.2685545652 4.5056176286
449 5 2.8575085421 3.7880155055 0.2755168959
734 5 1.3969466703 1.3926487735 0.5783677243
658 4 0.121717522 5.9907461039 3.8014756687
140 5 5.2341782265 5.7894348074 3.1998230634
733 4 0.6451866896 1.0211386833 0.11673019
673 4 5.0418101869 5.8025252342 1.2881054483
157 4 5.0737793422 0.9285829773 0.2638331855
281 5 10.3168099026 1.358034759 0.3053435074
350 5 6.582555134 5.2960085357 4.7658398552
521 5 6.5975682288 1.5740113397 1.1285281235
56 5 8.2405173595 1.8671912936 4.3394036285
57 5 7.3610979517 2.3296301139 3.1970390578
55 4 7.4259385658 2.3336834091 4.1521547465
351 5 7.3128524687 3.9741428523 4.8698770306
520 4 7.3292487217 2.1206887929 1.4148668858
681 5 10.5714651845 1.3419444518 4.0825665193
349 4 7.3784878313 4.8965143169 5.1167607283
679 4 9.7974244009 0.9770657596 4.5115100792
522 5 7.1926935904 2.9567310789 0.9693453807
638 5 10.25131302 5.6460487873 0.7234678681
282 5 8.8099826783 1.3727643473 0.4511321386
622 4 11.9187589954 2.0887168464 0.6919861132
623 5 11.8935996151 3.0268976262 0.5043619194
126 5 6.6444148797 5.1910728215 0.4987273916
331 4 11.6111302914 4.6972052015 4.7665337167
332 5 11.4833935035 3.8258568363 4.3916775214
613 4 11.9068832634 2.2003818267 3.4579525578
797 5 10.2113547819 5.3523482017 4.0899355617
614 5 11.970925454 2.0172257604 2.5205136863
798 5 8.6980551419 5.3154112575 4.0666311537
125 5 8.1550010328 5.188793728 0.3981257124
796 4 9.4519882751 5.7221094034 3.6394920392
91 4 11.9041639238 4.959148262 0.4988680382
124 4 7.3802520595 4.6759962674 0.1678850302
490 4 16.7153940641 4.769550177 0.3986296279
660 5 17.7709959447 5.379562137 4.1686003665
300 5 18.2132453253 1.0477108509 4.5611846408
492 5 17.4484324242 5.3068314684 0.6989502805
615 5 12.7130702389 1.8410933862 3.8283944071
333 5 12.4567254481 4.9848527202 4.4223067578
753 5 16.5909815586 1.8064425211 3.0400403662
751 4 16.6278567711 1.6230008642 3.9788923528
752 5 16.5458410106 2.4812128842 4.394621734
741 5 14.9462259444 1.1574986958 4.5654613775
589 4 16.5707540508 2.0700945693 1.2171429116
49 4 16.406890931 4.3053971429 4.8534614118
50 5 15.5557681538 4.6590553813 4.5950743201
624 5 12.7647362619 1.7984290492 0.350917363
739 4 14.0653602538 0.8312873264 4.7495991427
591 5 16.6469320029 2.9960895371 0.9874477303
590 5 17.3469309416 1.6628779013 0.8324706383
344 5 15.1583866472 5.4900924147 1.0339688031
92 5 12.6990209495 5.3614788854 0.8489753295
468 5 15.0682469849 1.4218552518 0.3963074807
295 4 14.128457836 5.6062991644 4.1535159081
296 5 14.2812347356 5.6266786449 3.2086830616
343 4 14.3522226438 5.9345070585 1.2963140817
139 4 5.1026520626 6.0832414923 4.1013779702
444 5 2.6930510698 11.8005461869 0.2881470241
109 4 0.7612827767 6.1138017468 1.2603427
110 5 0.630764352 6.1759717218 2.2066843213
177 5 3.7075864762 9.6755821588 0.7152856017
176 5 2.7959499955 10.0909545978 1.8504553804
738 5 2.7654059649 10.7925055741 4.1782572719
736 4 2.7609062652 9.9177972967 3.7897516203
272 5 4.3271710199 9.1792031784 4.3828938073
175 4 2.9260258632 10.1936405736 0.9075885217
737 5 1.8997712638 9.5621787524 4.0093604354
273 5 5.0438768456 7.8506099351 4.4953475228
271 4 5.0445202524 8.7426177169 4.842308737
652 4 0.4316392273 8.8480849175 4.7287708647
111 5 0.7687185644 7.0221509058 0.9588690401
674 5 4.9602883862 6.7309656639 1.0704348548
654 5 0.2186666483 7.9540152357 4.4617138149
864 5 5.9432384202 8.8959840859 0.6516642319
831 5 1.4725157029 9.3327968603 0.3258272608
862 4 5.1422875878 8.5076559645 0.2996277221
829 4 0.7090555899 8.7966031188 0.1117578572
648 5 9.1453742474 9.3269915183 0.4861025851
637 4 9.5071701169 6.1962987239 0.9677374877
639 5 9.3787410023 6.0259479908 1.9009772305
36 5 11.5720331587 9.4579469963 1.0895068635
95 5 6.5069369082 9.4974220856 4.2301921162
689 5 9.3828022059 7.5592729242 4.4491405567
690 5 8.7270938843 8.9236235332 4.4536110175
94 4 7.3293245774 9.8232688437 3.8644435857
518 5 7.4529494795 9.7659216302 2.1581886171
96 5 7.4186193187 10.7058747934 4.2237358966
517 4 7.4332004442 9.8200056674 1.2025981738
688 4 9.5455896379 8.4764712901 4.6688663985
167 5 11.0644662856 9.3290970401 4.2521373441
519 5 7.472126457 10.7576051731 1.0144341901
168 5 11.7225394764 10.6860140959 4.3831851221
567 5 12.0618013991 11.5943922144 0.4496919511
166 4 11.8427002119 9.8213210858 3.9908218871
647 5 9.7496218604 7.9426991646 0.3859471431
646 4 9.9138094784 8.8582589354 0.1604956998
692 5 16.583592281 11.7967062089 4.0929774286
821 5 16.6553216585 11.698850618 0.2064808459
34 4 12.3434237912 9.9640531999 1.3444979086
35 5 12.3170844642 9.9760876074 2.3013802426
749 5 17.5865399746 9.471316701 0.8282277155
345 5 14.3864039133 6.7786600153 0.8464884976
347 5 17.1404821421 9.5788819933 4.2302945609
297 5 14.0597891769 6.5270790039 4.4054718739
348 5 15.6403426858 9.4634719652 4.0621852771
750 5 16.7513438293 10.0040987212 1.9731146372
748 4 16.7844100994 9.9581222594 1.0174684787
346 4 16.3989078534 9.9659057137 3.7649382172
489 5 13.3442343778 8.9404315547 4.4261352517
487 4 14.1576037978 8.5248607664 4.7124306067
207 5 13.7121444737 9.0618517888 0.5930784611
206 5 15.2085914884 8.9536219978 0.3907492437
205 4 14.3801292771 8.5396568241 0.1488465999
299 5 0.702526999 0.9273059078 5.8549421092
278 5 2.7136859948 4.7668487383 5.6426633199
355 4 5.0154806011 0.9874890156 7.4433370862
356 5 4.9577957883 0.8710241718 6.4948797913
357 5 4.1830607666 1.3927058366 7.6864591027
561 5 1.1598790445 1.4094583452 7.9348691666
199 4 2.7818110777 2.2400743223 8.4603583425
201 5 2.6004115842 3.126333688 8.1478023986
200 5 2.8295548843 2.3263615203 9.4125873388
